#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-09-20T11:15:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ57e1190354ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-sort=_r
#-nav=cat:I/337&tab:{I/337/tgas}&key:source=I/337/tgas&HTTPPRM:&
#-c=19 16 22.1 -16 15 00.0
#-c.eq=J2000
#-c.r=  120
#-c.u=arcmin
#-c.geom=r
#-source=I/337/tgas
#-order=I
#-out.orig=standard
#-out=HIP
#-out=TYC2
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#
#INFO	-c=289.092083-16.250000,rm=120.	
#

#RESOURCE=yCat_1337
#Name: I/337
#Title: Gaia DR1 (Gaia Collaboration, 2016)
#Coosys	J2000_2015.000:	eq_FK5 J2000
#Table	I_337_tgas:
#Name: I/337/tgas
#Title: TGAS: Subset of GaiaSource comprising those stars in the Hipparcos and Tycho-2 Catalogues for which a full
#5-parameter astrometric solution has been possible in Gaia Data Release
#(TgasSource) ({\bf Download } Tgas Sources as vo tables, fits or csv
#\W{xplain}{http://1016243957.rsc.cdn77.org/Gaia/tgas_source/}{here})
# (\originalcolumnnames)
#Column	_r	(F8.4)	Distance from center (289.0920833333-16.2500000000)[FK5/J2000], at Epoch=J2015.0	[ucd=pos.angDistance]
#Column	HIP	(I6)	? Hipparcos identifier (\original{hip}) [NULL integer written as an empty string]	[ucd=meta.id.cross]
#Column	TYC2	(A12)	Tycho 2 identifier (\original{tycho2_id})	[ucd=meta.id.cross]
#Column	RA_ICRS	(F14.10)	Right ascension (ICRS) at epoch 2015.0 (\original{ra})	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F14.10)	Declination (ICRS) at epoch 2015.0 (\original{dec})	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F6.2)	Absolute barycentric stellar parallax of the source at the reference epoch Epoch (\original{parallax})	[ucd=pos.parallax]
#Column	e_Plx	(F5.2)	Standard error of parallax (\original{parallax_error})	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	Proper motion in right ascension direction (\original{pmRA}) (G5)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Standard error of proper motion in right ascension direction (\original{pmra_error})	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Proper motion in declination direction (\original{pmdec}) (G6)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Standard error of proper motion in declination direction (\original{pmdec_error})	[ucd=stat.error;pos.pm;pos.eq.dec]
_r;HIP;TYC2;RA_ICRS;DE_ICRS;Plx;e_Plx;pmRA;e_pmRA;pmDE;e_pmDE
105.3808;      ;6283-961-1  ;287.2849614636;-16.5313074887;  1.08; 0.31;    0.195; 3.950;   -6.253; 3.695
105.4635;      ;6301-2331-1 ;290.6156145605;-17.2303544262;  4.53; 0.31;  -47.354; 3.734;  -23.563; 3.000
105.4660;      ;6300-2231-1 ;288.7319531061;-17.9737430450;  2.86; 0.27;    8.115; 2.263;  -18.385; 1.922
105.5630;      ;6297-779-1  ;290.9232141722;-16.1869325723;  0.66; 0.28;    3.248; 2.987;    0.339; 2.702
105.8737;      ;6301-1041-1 ;290.2474241293;-17.6255848137;  0.33; 0.43;   12.378; 6.081;  -11.003; 5.407
105.9134;      ;6297-504-1  ;290.8215316518;-15.6575198026;  1.29; 0.41;   -0.344; 4.155;    4.469; 3.247
106.0692;      ;6283-1220-1 ;287.2555270060;-16.3861775229;  2.73; 0.36;    3.482; 3.931;   -4.551; 3.672
106.1163; 94807;            ;289.3672489439;-14.5014062912;  1.28; 0.32;   -0.129; 0.055;   -6.269; 0.032
106.1557;      ;6297-1056-1 ;290.8565447891;-16.7680828756;  1.41; 0.30;    4.585; 1.388;   -6.744; 1.244
106.1565;      ;6283-486-1  ;287.5260677191;-15.3229037957;  1.87; 0.56;   -6.033; 3.853;   -1.249; 3.465
106.2344;      ;6300-1493-1 ;288.8118247014;-18.0002005668;  2.80; 0.27;   15.789; 2.024;  -14.118; 1.945
106.2598;      ;5721-881-1  ;289.4738566491;-14.5176753372;  0.88; 0.81;    0.322; 2.911;   -4.265; 2.757
106.3245;      ;5720-701-1  ;287.9768776014;-14.8407565139;  2.87; 0.30;   -1.928; 2.106;   -4.481; 1.916
106.3795;      ;6283-1043-1 ;287.2669360851;-16.5285271260;  1.56; 0.27;    3.416; 2.471;    0.926; 2.362
106.4196;      ;6300-2108-1 ;289.0615283683;-18.0234194886;  1.82; 0.42;   10.119; 4.673;  -21.767; 4.237
106.5031;      ;6297-1162-1 ;290.8164006879;-15.6162417587;  4.93; 0.32;   27.792; 0.649;  -24.251; 0.598
106.6328;      ;6283-1035-1 ;287.2509250453;-16.0731322522;  0.93; 0.33;   -3.016; 5.041;   -7.110; 5.046
106.7636;      ;5721-1033-1 ;289.5536220330;-14.5271422937;  2.15; 0.33;    8.413; 2.574;   -1.489; 2.213
106.8454;      ;5721-706-1  ;289.4110175403;-14.4959951341;  1.02; 0.25;    5.027; 2.716;  -14.479; 2.692
106.9076;      ;6283-1024-1 ;287.2365824283;-16.2182405289;  2.35; 0.27;    1.037; 0.902;  -13.715; 0.902
106.9127;      ;5720-284-1  ;288.7411793332;-14.5005359770;  1.31; 0.29;  -14.647; 3.602;   -5.885; 3.536
107.1387; 94110;            ;287.3512078453;-16.8858920924;  6.27; 0.76;  -10.029; 0.048;  -20.491; 0.036
107.2777;      ;6300-729-1  ;289.3877495370;-18.0154978173;  0.71; 0.29;   10.138; 6.653;   10.048; 5.933
107.3149;      ;6287-2218-1 ;287.8776434686;-17.6098943414;  1.24; 0.26;   -1.981; 2.943;  -12.636; 2.796
107.4633;      ;6300-2267-1 ;289.7471186422;-17.9280620366;  5.97; 0.65;   56.318; 0.549;   -6.034; 0.608
107.5031;      ;6301-1182-1 ;290.4361457187;-17.4974155839;  1.31; 0.26;    9.820; 2.674;   -9.039; 2.491
107.5072;      ;6300-1415-1 ;289.3958562765;-18.0181172013;  1.30; 0.27;   -9.993; 2.801;  -10.573; 2.556
107.7189;      ;5720-550-1  ;288.5013553501;-14.5474048018;  1.04; 0.29;  -17.206; 2.459;   -5.733; 2.145
107.7559;      ;6297-469-1  ;290.5029499740;-15.0752689578; -0.26; 0.31;   -5.994; 4.417;  -10.321; 3.760
107.7627; 95323;            ;290.9044889064;-15.8123736625;  2.41; 0.45;    0.052; 0.060;   -9.221; 0.051
107.8362;      ;5721-1214-1 ;290.2909090785;-14.8728611244;  2.03; 0.27;  -10.435; 2.437;   -4.673; 2.079
107.8768;      ;5720-781-1  ;288.3421520606;-14.6037754713;  0.90; 0.44;   -1.444; 2.627;  -10.440; 2.439
107.8974;      ;6283-241-1  ;287.2460031224;-16.5626378185;  1.37; 0.30;   -7.780; 3.984;   -6.698; 3.554
107.9613;      ;5721-904-1  ;289.6704458594;-14.5392167281;  1.74; 0.37;   -0.079; 0.274;   -6.163; 0.317
108.1071;      ;6283-525-1  ;287.4250439952;-15.4287177563;  4.66; 0.38;  -10.376; 3.250;   -1.791; 2.783
108.2222;      ;5721-586-1  ;289.2234800294;-14.4507518396;  2.23; 0.33;   -2.061; 2.145;   -4.729; 1.868
108.2940;      ;6297-423-1  ;290.9663768864;-16.1172907504;  2.43; 0.40;    6.619; 2.853;    0.258; 2.827
108.3451;      ;5720-1592-1 ;289.1292044803;-14.4446037411;  0.72; 0.32;    0.640; 3.644;    4.385; 3.304
108.3620;      ;5720-356-1  ;288.8099881824;-14.4645676285;  1.92; 0.24;  -10.276; 1.873;   -7.042; 1.543
108.4048;      ;5720-1430-1 ;289.0015330677;-14.4453641516;  1.81; 0.26;    5.456; 1.209;   -0.665; 1.134
108.5745;      ;6301-1981-1 ;290.8382856805;-16.9385502509;  2.12; 0.25;    0.443; 3.491;    8.778; 3.043
108.7850;      ;6301-2066-1 ;290.7011031174;-17.2054489356;  0.86; 0.61;   -2.719; 1.039;   -2.365; 1.308
108.8214;      ;6297-1370-1 ;290.9511556744;-16.5807075303;  1.10; 0.26;   -1.932; 1.672;  -14.874; 1.589
108.8439;      ;6283-142-1  ;287.5438981739;-15.2154650384;  5.07; 0.25;   15.088; 1.453;  -27.258; 1.405
108.8705;      ;6301-1428-1 ;290.8236269870;-16.9844848259;  1.71; 0.27;   21.262; 2.577;  -23.033; 2.306
108.9706;      ;5720-388-1  ;288.7637942882;-14.4616230105;  0.73; 0.31;   -6.020; 3.336;   -4.848; 2.977
109.1251;      ;6283-1093-1 ;287.5726506296;-15.1690182890;  4.12; 0.27;   15.429; 2.346;   -5.362; 2.120
109.1360;      ;6287-1200-1 ;287.6981162504;-17.4865609064;  2.24; 0.26;   -9.030; 2.623;   17.830; 2.408
109.1969;      ;5721-613-1  ;289.4377434252;-14.4608330488;  4.47; 0.24;    7.789; 1.949;   -7.967; 1.702
109.2509;      ;6287-1958-1 ;287.6197582397;-17.4030356072;  1.67; 0.27;    1.614; 2.427;    5.412; 2.245
109.3853;      ;5720-484-1  ;288.4904074912;-14.5216623192;  0.20; 0.49;    1.927; 2.529;    1.582; 2.257
109.3945;      ;5721-930-1  ;289.7362360204;-14.5357798909;  3.41; 0.28;  -20.807; 4.195;   -9.321; 3.540
109.5567;      ;6297-443-1  ;290.9095622491;-15.7195328036;  2.73; 0.39;   -9.458; 3.955;  -25.623; 3.911
109.6396;      ;5721-578-1  ;289.7849788744;-14.5491429343;  2.27; 0.29;    9.096; 2.695;   -4.963; 2.292
109.8861;      ;5720-537-1  ;288.5596793194;-14.4919779757;  1.88; 0.33;   -0.860; 2.570;   -9.978; 2.247
109.9743;      ;6283-342-1  ;287.3070773397;-15.6070948193;  1.49; 0.55;   -2.636; 2.950;   -2.744; 2.570
110.0616;      ;6283-945-1  ;287.4928240164;-15.2521016762;  6.38; 0.28;    1.500; 1.428;    1.959; 1.394
110.0712;      ;6283-845-1  ;287.3285080944;-15.5508762203;  1.35; 0.32;    3.309; 0.940;    0.212; 0.886
110.1417;      ;6300-1311-1 ;289.1419981103;-18.0850756570;  1.51; 0.28;   -3.656; 2.081;  -10.507; 1.910
110.2941;      ;5721-1038-1 ;289.3053047143;-14.4233003212;  0.81; 0.31;    1.379; 3.367;    2.371; 3.336
110.2968;      ;5720-846-1  ;288.6345481573;-14.4654438182;  0.87; 0.35;    0.707; 0.807;   -5.854; 0.833
110.4496;      ;6301-2115-1 ;290.8970805570;-16.8788810210;  2.81; 0.31;    1.743; 2.474;    3.108; 2.222
110.4776;      ;6287-1520-1 ;287.9910808541;-17.7606034559;  2.40; 0.29;   11.338; 2.992;    5.062; 2.787
110.7042;      ;6283-1452-1 ;287.1704651915;-16.2283683918;  0.71; 0.28;    4.234; 3.881;   -1.645; 3.890
110.9590;      ;6283-538-1  ;287.1698446341;-16.1386165244;  0.82; 0.27;    5.684; 1.990;   -3.527; 1.806
111.0365;      ;6297-1036-1 ;291.0180464121;-16.1813805322;  4.32; 0.28;   16.482; 1.583;   -2.368; 1.570
111.1168;      ;6300-1916-1 ;288.6205429642;-18.0463040351;  0.38; 0.31;    0.930; 3.125;  -10.825; 4.116
111.2816;      ;5720-186-1  ;288.2160856997;-14.5986789096;  0.70; 0.24;    0.012; 1.418;    1.934; 1.433
111.3038;      ;6297-832-1  ;290.5350444442;-15.0209905555;  2.62; 0.28;    2.718; 1.992;   -9.372; 1.785
111.3522;      ;5721-569-1  ;289.8559354676;-14.5464834396;  0.78; 0.40;   15.580; 3.306;    6.286; 2.872
111.3788;      ;6297-1338-1 ;290.9770809647;-16.6719341155;  1.31; 0.41;    0.352; 2.762;   -2.689; 2.480
111.4643;      ;5721-1139-1 ;289.9087430222;-14.5673250772;  3.85; 0.35;    3.517; 2.765;  -27.259; 2.401
111.4643;      ;5720-156-1  ;288.6721802342;-14.4369272999;  2.11; 0.24;   -9.674; 1.846;   -9.733; 2.222
111.5150;      ;6300-1941-1 ;289.3164332150;-18.0961830050;  1.03; 0.32;  -10.064; 5.068;    5.072; 4.538
111.5221;      ;6297-834-1  ;290.9040248669;-15.6027707944;  1.80; 0.26;    2.138; 1.592;  -14.005; 1.367
111.5378;      ;6283-213-1  ;287.4050570485;-15.3440820830;  1.85; 0.29;    3.295; 2.507;   -2.116; 2.291
111.6710;      ;5720-301-1  ;288.5737983800;-14.4571690384;  1.79; 0.29;   -2.635; 2.480;  -10.188; 2.203
111.6733; 94544;            ;288.6374136338;-18.0598138086;  8.38; 0.30;   13.434; 0.067;  -11.361; 0.039
111.8323;      ;6297-970-1  ;290.7835703186;-15.3417166673;  3.65; 0.46;   17.434; 3.195;   10.087; 2.736
112.0618;      ;6297-387-1  ;291.0366963133;-16.3135288951;  3.29; 0.32;   -5.381; 0.831;  -18.195; 0.798
112.1090;      ;6301-1792-1 ;290.1599347294;-17.8148788009;  1.68; 0.27;   -4.735; 3.383;    8.446; 3.142
112.1508;      ;6297-952-1  ;290.6859204919;-15.1822922721;  1.01; 0.28;   -4.833; 3.265;   -1.823; 2.525
112.2351;      ;6297-1139-1 ;291.0312807116;-16.0766724453;  1.03; 0.77;   -0.755; 5.184;    4.649; 4.088
112.3459;      ;6297-502-1  ;291.0281677429;-16.0324863974;  2.08; 0.30;   -1.522; 2.785;  -13.624; 2.557
112.4326;      ;6297-263-1  ;290.6464571596;-15.1221493699;  1.23; 0.27;   -2.502; 3.136;   -2.818; 2.743
112.4366;      ;6297-389-1  ;291.0429425717;-16.1962008194;  1.36; 0.38;   -4.471; 4.258;  -19.211; 4.198
112.4869;      ;5721-521-1  ;289.5201145928;-14.4212217055;  0.85; 0.29;   -4.710; 5.243;    0.928; 4.437
112.5167;      ;6283-1114-1 ;287.1984404419;-16.7185642898;  0.26; 0.80;   11.580; 4.823;   -6.002; 4.448
112.5983;      ;5721-1071-1 ;290.2947801183;-14.7739093666;  3.86; 0.43;    5.086; 1.576;   -0.994; 1.331
112.6142;      ;6300-1549-1 ;288.6773579908;-18.0846040427;  0.87; 0.26;    6.401; 2.272;   -5.711; 2.141
112.6665;      ;6300-1235-1 ;289.2798840706;-18.1191847127;  2.41; 0.27;    3.001; 7.043;  -15.966; 6.301
112.6729;      ;6283-157-1  ;287.4376899075;-15.2543940268;  1.03; 0.55;   -3.942; 3.652;   -3.470; 3.305
112.6787;      ;6283-1387-1 ;287.3555446269;-15.3924059763;  1.70; 0.32;    6.284; 2.223;    0.566; 1.897
112.7769;      ;6301-1650-1 ;290.8146781411;-17.1504138864;  0.67; 0.35;   -2.023; 3.353;   -5.510; 3.133
112.7793;      ;6283-1107-1 ;287.1422362367;-16.0885644134;  1.23; 0.43;   -1.773; 3.340;   -3.824; 3.057
112.9661;      ;6283-637-1  ;287.1761605027;-15.8565540005;  0.78; 0.44;    5.551; 2.661;    1.095; 2.339
113.0034;      ;6297-681-1  ;290.9371180725;-15.6178427787;  3.60; 0.33;   11.124; 2.785;  -28.410; 2.442
113.0799;      ;5721-942-1  ;289.6208064436;-14.4356101482;  2.32; 0.33;    0.971; 3.530;  -16.905; 2.987
113.0981;      ;6300-750-1  ;288.5334721596;-18.0578259191;  3.25; 0.26;    0.374; 1.056;  -26.646; 1.025
113.1517;      ;6300-909-1  ;289.3787867207;-18.1158657116;  0.75; 0.35;   -7.371; 3.849;   -3.058; 3.543
113.1579;      ;6283-287-1  ;287.3922133782;-15.3113270684;  0.60; 0.28;    4.666; 1.987;   -2.065; 1.908
113.1807;      ;6297-569-1  ;290.8182449052;-15.3557244083;  0.55; 0.32;    6.175; 5.140;   -5.531; 4.372
113.2763;      ;5720-572-1  ;288.2013014822;-14.5686592509;  0.48; 0.37;   -6.131; 4.957;   -1.848; 4.914
113.2988;      ;5721-987-1  ;289.2196718212;-14.3657004415;  1.06; 0.26;    6.153; 3.456;    2.116; 3.412
113.3842;      ;5721-850-1  ;289.9575645790;-14.5544334224;  2.34; 0.38;    3.094; 1.945;   -4.919; 1.768
113.7660;      ;5721-251-1  ;289.2104389952;-14.3573387506;  0.68; 0.36;   -7.186; 3.711;  -13.035; 3.683
113.7857;      ;6283-435-1  ;287.1275081965;-16.4571178945;  2.24; 0.33;  -12.710; 4.217;  -17.803; 3.855
113.8063;      ;6300-794-1  ;289.8396885462;-18.0070884104;  2.79; 0.60;   -5.273; 3.226;   -2.693; 2.917
113.8661;      ;5720-735-1  ;287.9901003239;-14.6772384525; 15.01; 0.27;   16.102; 1.257;  -45.244; 1.121
113.9357;      ;6300-1383-1 ;288.9059169132;-18.1405822539;  1.31; 0.34;   -1.510; 3.893;  -15.205; 3.969
114.0651;      ;5720-433-1  ;288.9574623726;-14.3533543559;  1.55; 0.29;   -0.228; 3.067;   -0.976; 2.703
114.0776;      ;6301-1167-1 ;290.7931057242;-17.2306082594;  0.46; 0.30;    1.939; 3.550;    0.411; 3.545
114.1365;      ;6297-414-1  ;290.9370036810;-15.5639474015;  0.20; 0.31;   -2.876; 3.789;   -9.827; 3.231
114.2005;      ;6297-326-1  ;290.7277022789;-15.1805027463;  1.02; 0.33;  -12.548; 4.455;  -18.444; 5.090
114.2566;      ;6283-654-1  ;287.1857010664;-16.7845907947;  0.89; 0.55;    1.964; 5.445;   -7.617; 4.464
114.3117;      ;5721-956-1  ;289.6544576542;-14.4236217156;  2.58; 0.28;  -11.981; 2.533;   -3.001; 2.266
114.3245;      ;6297-1172-1 ;291.0637136031;-16.0405342054;  0.81; 0.32;   -6.114; 2.710;   -3.896; 2.470
114.3328;      ;6287-944-1  ;287.3475424785;-17.1661503174;  0.95; 0.79;    4.667; 4.900;    1.196; 2.261
114.3640;      ;6297-328-1  ;290.8663638897;-15.4019232967;  0.95; 0.43;   -1.323; 4.595;   -4.143; 3.928
114.3646;      ;6283-822-1  ;287.3970539539;-15.2641130229;  2.12; 0.23;   -7.080; 2.356;  -25.679; 2.188
114.4623;      ;6287-1982-1 ;287.8617263417;-17.7516923088;  8.25; 0.25;   21.065; 1.720;  -32.292; 1.610
114.5477;      ;5720-290-1  ;288.5630729834;-14.4102975550;  1.96; 0.24;    9.231; 2.221;  -13.713; 2.075
114.6165;      ;6300-1569-1 ;288.2290142848;-17.9730247750;  2.06; 0.33;   -1.079; 2.551;   -0.824; 2.388
114.6451;      ;6283-850-1  ;287.4875858573;-15.1253281253;  1.95; 0.43;   -1.058; 2.859;   -4.723; 2.613
114.8531;      ;5721-1518-1 ;289.1791564921;-14.3376242897;  3.16; 0.23;   -3.554; 2.549;  -10.337; 2.321
114.8695;      ;5720-848-1  ;288.8797815822;-14.3464900730;  1.66; 0.30;   -4.062; 1.807;    1.564; 1.584
114.8881;      ;5721-1479-1 ;290.2934727302;-14.7248297518;  4.06; 0.39;   24.912; 3.499;    2.886; 3.019
114.9024;      ;6297-477-1  ;291.0790928269;-16.4279491591;  0.21; 0.35;    1.582; 2.919;   -7.440; 2.653
115.1234;      ;6301-1105-1 ;290.7489553376;-17.3295582016;  1.61; 0.26;   19.983; 1.376;   -6.865; 1.332
115.1867;      ;6283-344-1  ;287.1407444722;-16.6786411239;  1.00; 0.30;    1.835; 3.294;   -2.992; 3.078
115.1992;      ;6297-1038-1 ;290.7154771737;-15.1347244341;  0.58; 0.37;    0.794; 4.223;   -0.084; 3.604
115.2337;      ;5721-748-1  ;289.8127713355;-14.4595718997;  0.49; 0.31;  -20.571; 2.623;   -5.776; 2.284
115.3026;      ;5721-1082-1 ;290.1095461219;-14.5974119537;  0.85; 0.32;   -1.365; 3.553;   -3.541; 3.111
115.3125;      ;6300-982-1  ;289.0513546231;-18.1714813807;  4.92; 0.27;    5.962; 3.747;   -7.087; 3.582
115.3156;      ;6297-988-1  ;290.8790355099;-15.3909173528;  0.35; 0.50;   11.520; 3.557;    7.014; 3.048
115.4459;      ;6301-1097-1 ;290.2522767272;-17.8221773397;  3.46; 0.29;   -3.392; 3.597;  -30.528; 3.272
115.5430;      ;6300-1211-1 ;288.6290186531;-18.1242205103;  3.11; 0.55;  -44.587; 4.507;  -26.200; 4.217
115.5913;      ;6297-322-1  ;290.8287382898;-15.2916688556;  0.70; 0.35;   22.074; 0.720;  -31.368; 0.751
115.6148;      ;6287-928-1  ;287.3153828595;-17.1539637297;  0.15; 0.77;    0.548; 4.130;   -2.161; 2.244
115.6659;      ;5721-696-1  ;289.6325298818;-14.3940313495;  0.64; 0.27;   -1.014; 1.834;   -2.170; 1.626
115.6964;      ;6283-514-1  ;287.1487865984;-16.7464367404;  0.56; 0.31;    0.293; 3.641;   -1.174; 3.406
115.7339;      ;6297-369-1  ;291.0198989226;-15.7152147198;  1.82; 0.27;   -1.646; 2.222;   -4.682; 1.944
115.8061; 94016;            ;287.1210720431;-15.8786222254;  2.24; 0.38;   11.499; 0.046;   -0.459; 0.031
115.8702;      ;5720-793-1  ;288.1022416468;-14.5710425378;  0.42; 0.26;   -0.181; 3.340;   -0.386; 3.041
116.0240;      ;6301-2360-1 ;290.8483330007;-17.2042085704;  1.23; 0.24;    8.349; 2.203;    1.523; 2.068
116.1141;      ;5721-1317-1 ;290.5162866609;-14.8850880169; 13.63; 0.26;   -5.764; 1.325;  -50.222; 1.227
116.1829;      ;6287-967-1  ;287.5248578085;-17.4748154615;  1.80; 0.44;    0.763; 4.167;   -8.404; 3.887
116.1970;      ;6297-792-1  ;291.0947670984;-16.0271571237;  1.01; 0.69;   -2.556; 3.758;   -3.695; 3.517
116.3485;      ;6297-1355-1 ;291.0615900492;-15.8287136375;  4.76; 0.36;    8.150; 3.509;    4.445; 3.004
116.4138;      ;5721-1516-1 ;290.4748597041;-14.8393763826;  0.56; 0.53;   -1.949; 1.703;   -8.217; 1.727
116.4451;      ;6297-109-1  ;291.0392203283;-16.7806705592;  5.95; 0.60;  -49.833; 4.148;  -40.251; 3.631
116.5872;      ;5720-600-1  ;288.5058588237;-14.3909460035;  1.14; 0.27;   -4.007; 1.394;    7.126; 1.270
116.6149;      ;5721-992-1  ;290.4056918335;-14.7750476596;  0.21; 0.35;    4.074; 0.720;    1.673; 0.672
116.6415;      ;6301-1227-1 ;290.9502943617;-17.0307229830;  3.43; 0.44;    0.383; 2.651;  -15.516; 2.405
116.7245;      ;6287-1482-1 ;287.8114629293;-17.7616288559;  1.82; 0.24;    4.860; 2.586;    3.013; 2.422
116.7597;      ;5720-276-1  ;287.9433890461;-14.6496433076;  1.23; 0.26;    2.621; 2.852;   -7.670; 2.467
116.9617;      ;5721-1347-1 ;290.0897627376;-14.5544343336;  0.79; 0.34;    4.687; 3.240;    0.731; 2.826
117.0009;      ;6301-1892-1 ;290.8366819617;-17.2559456191;  4.53; 0.39;  -32.086; 4.792;  -27.680; 4.781
117.0263;      ;6300-1691-1 ;288.6281608496;-18.1494291475;  2.97; 0.35;    7.382; 0.754;    0.175; 0.809
117.0326;      ;6300-293-1  ;288.3489933311;-18.0667413910;  2.27; 0.26;   -0.170; 2.609;  -13.189; 2.447
117.0561;      ;6297-1295-1 ;291.0326378900;-15.6796174188;  6.77; 0.82;   79.540; 0.959;  -68.860; 0.767
117.1116;      ;6297-179-1  ;291.0151979973;-15.6252524215;  0.31; 0.41;    6.568; 3.455;    4.696; 2.958
117.1343;      ;5720-5-1    ;288.0958205498;-14.5503608105;  2.35; 0.29;   -0.958; 2.618;   -0.123; 2.601
117.2550;      ;6300-1174-1 ;288.7753998711;-18.1806998445;  0.67; 0.29;    4.048; 2.255;    1.168; 2.076
117.3246;      ;6301-1644-1 ;290.2040014422;-17.8913133812;  2.16; 0.35;    1.828; 2.635;   -7.238; 2.674
117.4220;      ;5721-356-1  ;289.9138578505;-14.4605639914;  1.11; 0.29;    1.587; 1.756;  -13.280; 1.589
117.4822;      ;6287-872-1  ;287.4802475278;-17.4559791157;  1.42; 0.27;   -1.198; 2.672;   -6.788; 2.512
117.5014;      ;6297-357-1  ;291.1274470794;-16.1294145157;  1.01; 0.87;   -1.204; 4.623;   -6.360; 2.103
117.5276;      ;6300-1396-1 ;288.7317371750;-18.1783178667; -0.71; 0.61;    6.085; 2.450;    7.405; 2.387
117.5301;      ;5720-1016-1 ;288.9127044864;-14.2988227337;  1.23; 0.52;   -6.119; 3.841;   -5.904; 3.413
117.5399;      ;6297-997-1  ;291.1210232115;-16.4683804431;  1.86; 0.26;   -3.163; 1.089;    8.619; 1.117
117.5677;      ;6300-952-1  ;288.4016905455;-18.0951144689;  1.46; 0.26;   -0.924; 2.988;   -1.147; 3.028
117.6285;      ;6297-1153-1 ;291.0997434268;-16.6179985674;  2.27; 0.24;    3.417; 1.763;   -6.098; 1.552
117.6503;      ;6287-2277-1 ;287.6038612447;-17.5982951706; 14.03; 0.23;   56.463; 1.852; -109.714; 1.783
117.6891;      ;6287-838-1  ;287.5176609403;-17.5060644470;  1.91; 0.41;    4.436; 0.547;   -9.275; 0.733
117.7691;      ;5720-687-1  ;288.6267620267;-14.3391829467;  0.48; 0.60;   -5.332; 3.222;  -11.638; 1.403
117.8668;      ;6300-640-1  ;288.6953539296;-18.1775532327;  2.99; 0.58;   43.377; 4.112;   -1.999; 3.865
117.8748;      ;6300-1988-1 ;289.3554980855;-18.1984039792;  0.20; 0.35;   13.198; 3.853;    1.598; 3.465
117.9170;      ;6301-2134-1 ;290.4816673002;-17.6977876588;  1.49; 0.35;    7.154; 8.884;    0.553; 7.862
118.0974;      ;6283-407-1  ;287.5115527658;-15.0020187894;  1.11; 0.40;   -8.268; 2.906;   -8.906; 2.647
118.1049;      ;6287-694-1  ;287.4213810896;-17.3977634637;  0.44; 0.30;   12.686; 3.274;    2.669; 2.732
118.1513;      ;6283-1048-1 ;287.4762597753;-15.0429984961;  2.92; 0.25;    2.179; 1.992;   -5.888; 1.814
118.1524;      ;5720-544-1  ;288.1726853267;-14.4916060226;  1.47; 0.24;   14.190; 2.966;   -8.682; 2.703
118.2115;      ;5721-649-1  ;289.6188985061;-14.3464579674;  1.15; 0.96;   -6.399; 0.621;  -16.907; 0.548
118.2202;      ;5721-777-1  ;289.3148477517;-14.2914156573;  2.95; 0.59;  -11.179; 0.948;  -40.512; 1.574
118.2283;      ;6297-696-1  ;290.9102846561;-15.3433658519;  0.74; 0.40;   -7.244; 3.589;   -9.632; 3.253
118.3847;      ;6283-126-1  ;287.4841861224;-15.0270145836;  1.27; 0.24;    3.578; 1.781;   -1.626; 1.585
118.6649;      ;6297-358-1  ;291.1419549317;-16.0631471847;  2.19; 0.38;    8.096; 3.535;  -13.236; 3.504
118.7601;      ;6300-986-1  ;288.4529509518;-18.1328188354;  1.56; 0.32;   -4.319; 2.973;    7.781; 2.773
118.8573;      ;6287-2246-1 ;287.7297533838;-17.7422971186;  2.33; 0.30;   10.343; 3.897;   -3.651; 3.569
118.8598; 94323;            ;287.9793644717;-14.5845230983;  4.10; 0.47;   51.330; 0.118;    5.999; 0.103
118.9024;      ;6297-602-1  ;290.7872860380;-15.1258652807;  1.00; 0.63;   -8.268; 4.075;   -5.401; 3.551
118.9164;      ;6283-741-1  ;287.0394770936;-16.0478620843;  0.99; 0.30;    1.727; 2.499;  -11.936; 2.406
119.1084;      ;6283-1429-1 ;287.0668138331;-15.8590857459;  2.91; 0.27;   -3.276; 2.366;  -49.284; 2.176
119.1212;      ;6283-1170-1 ;287.0339345462;-16.0663045601;  2.58; 0.32;    4.443; 1.902;  -10.475; 1.835
119.4400;      ;6287-2368-1 ;287.2040274718;-17.0814344067;  2.00; 0.76;    0.173; 5.476;   -6.230; 5.125
